Text,org_class
Purge ventilation may be provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan).,numerical
Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,numerical
"The number of associated parking spaces which have access to electric vehicle charge points must be (a) the total number of associated parking spaces, where there are fewer associated parking spaces than there are dwellings contained in the residential building; or (b) the number of associated parking spaces that is equal to the total number of dwellings contained in the residential building, where there are the same number of associated parking spaces as, or more associated parking spaces than, there are dwellings.",numerical
Each air terminal should have a free area of at least 90 of the free area of its associated duct.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
"The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney.",numerical
"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",numerical
There shall be adequate means of ventilation provided for people in the building.,numerical
"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.",numerical
"The general ventilation rate for a new conservatory and, if necessary, adjoining rooms could be achieved using background ventilators.",numerical
The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b)  meet the needs of occupants who use wheelchairs.,numerical
Requirements for accessibility should be balanced against preserving historic buildings or environments.,numerical
The resilient layer should be to the full height of the door and 600mm either side of the doorset.,numerical
One electric vehicle charge point must be installed.,numerical
At least one quote should be from a distribution network operator.,numerical
4.9  The air flow rate of all mechanical ventilation fans should be tested.,numerical
"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",numerical
If the number of associated parking spaces for the new residential building is both a. more than 10; b. more than the number of dwelling scable routes must be provided for all associated parking spaces which do not have access to an electric vehicle charge point.,numerical
The renovation of a building where more than 25% of the surface area of the building envelope undergoes renovation.,numerical
the water efficiency calculator must be completed.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
"C3  Two versions of the BRUKL report should be produced, using the approved software.",numerical
NOTE 2: Double doors effectively provide nibs where each leaf is at least 300mm wide.,numerical
The three-part form should be completed for each installation address.,numerical
"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",numerical
"A proportion of the sleeping accommodation in hotels, motels and student accommodation should be designed for independent use by wheelchair users.",numerical
The water heater is situated centrally with a distribution system to supply water to the drawoff points and has a capacity greater than 300 litres.,numerical
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,numerical
One electric vehicle charge point must be provided for the building.,numerical
Purge ventilation may be provided by natural means (e.g. an openable window) ormechanical means (e.g. a fan).,numerical
If the number of associated parking spaces for the new residential building is both a. more than 10; b. more than the number of dwelling scable routes must be provided for all associated parking spaces which do not have access to an electric vehicle charge point.,numerical
Monitors should therefore be positioned at least 500mm away from room occupants.,numerical
The frequency of measurements should be sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings.,numerical
One photograph per detail should be recorded.,numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
Extract ventilation may be by natural means or by mechanical means (e.g. by an extract fan or acentral system).,numerical
"The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney.",numerical
Pipework should be designed and installed in such a way as to minimise the transfer time between the hot water storage system and hot water outlets.,numerical
Each dwelling must in addition be provided with a connection to a gigabit-capable public electronic communications network.,numerical
One electric vehicle charge point must be installed.,numerical
"For mixed-use buildings which have parking spaces within a covered car park, any requirements to install electric vehicle charge points or cable routes must first be applied to those parking spaces outside the covered car park.",numerical
"Where there is full-height structural guarding, if you provide a second (lower) handrail, the vertical height from the pitch line of the steps (or the surface of the ramp) to the top of the second (lower) handrail should be 600mm.",numerical
"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",numerical
The number of electric vehicle charge points that must be installed is the maximum number of electric vehicle charge points that it is possible to install at an average sum of 3600 or less for the connection cost of each electric vehicle charge point connection (the 3600 cap).,numerical
The number of electric vehicle charge points that must be installed is the maximum number of electric vehicle charge points that it is possible to install at an average sum of 3600 or less for the connection cost of each electric vehicle charge point connection (the 3600 cap).,numerical
The floor area of the building or annexe does not exceed 36m.,numerical
The cost of installing electric vehicle charge points and cable routes is not more than 7% of the total capital cost of the major renovation.,numerical
4.9  The air flow rate of all mechanical ventilation fans should be tested.,numerical
The floor area of the building or annexe does not exceed 36m.,numerical
No individual flight has a rise of more than 1800mm between landings.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
"The morticed bolts should have a minimum projection of 20mm, should be at least 100mm from the top and bottom corners of the door, and should avoid any door construction joints.",numerical
The cooker hood should span at least the full width of the cooker.,numerical
"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for highspeed electronic communications networks.",numerical
The number of appliances should not exceed one per 100m2 of dwelling floor area.,numerical
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,numerical
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",numerical
"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",numerical
Where the floor area of the building or annexe exceeds 10m the walls have a mass of not less than 130kg/m.,numerical
No individual flight has a rise between landings of more than 1800mm.,numerical
At least one quote should be from a distribution network operator.,numerical
"In the absence of relevant harmonised European Standards, products with a travel exceeding 3m must have a product certificate issued by a Notified Body.",numerical
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",numerical
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,numerical
Each letter should be 25mm high.,numerical
"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",numerical
Multi-dwelling buildings that are subject to major renovation works must be equipped with a common access point capable of serving all the dwellings within the building.,numerical
The load capacity is at least 400kg.,numerical
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,numerical
One electric vehicle charge point must be provided for the building.,numerical
Any unvented hot water storage system up to 500 litres and less than 45kW should be in the form of a proprietary hot water storage system unit or package.,numerical
"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",numerical
Cable routes must still be provided for a minimum of one in five parking spaces.,numerical
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",numerical
The width of a single opening or the combined width of two openings should not exceed 5m.,numerical
"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.",numerical
The part of the dwelling above ground level should be considered separately.,numerical
Where a residential building undergoing major renovation will have more than 10 associated parking spaces after the major renovation is completed (a) at least one associated parking space for the use of each dwelling must have access to an electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all additional associated parking spaces.,numerical
"Between the locking points for the mortice lock and surface-mounted rim lock, the distance should be 400-600mm.",numerical
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",numerical
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,numerical
"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",numerical
The floor area of the extension does not exceed 30m2.,numerical
The floor area of the extension does not exceed 30m2.,numerical
"Any unvented hot water storage system having a power input of more than 45kW, but a capacity of 500 litres or less should be in the form of a proprietary hot water storage system unit or package.",numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
"Where there is full-height structural guarding, if you provide a second (lower) handrail, the vertical height from the pitch line of the steps (or the surface of the ramp) to the top of the second (lower) handrail should be 600mm.",numerical
The renovation of a building where more than 25% of the surface area of the building envelope undergoes renovation.,numerical
"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",numerical
A bathroom must be provided containing a wash basin and either a fixed bath or a shower.,numerical
The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,numerical
Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,numerical
Length of landings to be at least equal to the width of the ramp.,numerical
"Both before and after a newly constructed dwelling is built, a notice must be given to the building control body of the calculations.",numerical
"There should be a supply rate, in the absence of tobacco smoke or other excessive pollutants, of 10 litres per second per person.",numerical
Length of landings to be at least equal to the width of the ramp.,numerical
"In a tier that is uninterrupted by cross-gangways, and where the pitch exceeds 25, use a maximum number of steps of 40.",numerical
all dimensions are minimum except where noted.,numerical
Any panel within the doorset should be at least 15mm thick.,numerical
All three parts of the installation and commissioning checklist should be completed.,numerical
the rated speed of the platform does not exceed 0.15m/s. ,numerical
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",numerical
all dimensions are minimum except where noted.,numerical
"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",numerical
Cable routes must still be provided for a minimum of one in five parking spaces.,numerical
"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass others on the access route.",numerical
Length of landings to be at least equal to the width of the ramp.,numerical
"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",numerical
Requirements for accessibility should be balanced against preserving historic buildings or environments.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
Each letter should be 25mm high.,numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
"Any dwelling (house or flat) must have at least one bathroom with a fixed bath or shower, and a washbasin.",numerical
Any unvented hot water storage system up to 500 litres and less than 45kW should be in the form of a proprietary hot water storage system unit or package.,numerical
The full area under a stair that forms part of the storage provision should be counted as 1m2.,numerical
The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,numerical
The resilient layer should be to the full height of the door and 600mm either side of the doorset.,numerical
This grippable handrail is 8501000mm above the pitch line of the flight and extends at least 300mm beyond the top and bottom nosings.,numerical
"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",numerical
Extract ventilation may be by natural means or by mechanical means (e.g. by an extract fan or acentral system).,numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with access to an electric vehicle charge point.",numerical
There shall be adequate means of ventilation provided for people in the building.,numerical
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,numerical
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,numerical
The seasonal energy efficiency ratio of an air conditioner working in cooling mode should be a minimum of 4.0.,numerical
Cable routes must still be provided for a minimum of one in five parking spaces.,numerical
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,numerical
the water efficiency calculator must be completed.,numerical
Every flight has a minimum clear width of 900mm.,numerical
Where a residential building undergoing major renovation will have more than 10 associated parking spaces after the major renovation is completed (a) at least one associated parking space for the use of each dwelling must have access to an electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all additional associated parking spaces.,numerical
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,numerical
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",numerical
"Where one or more dwellings with associated parking result from a building, or a part of a building, undergoing a material change of use at least one associated parking space for the use of each such dwelling must have access to an electric vehicle charge point.",numerical
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",numerical
" Where a driveway forms all, or part of, the approach route, an additional allowance of at least 900mm wide should be provided so that a wheelchair user can pass a parked car.",numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with access to an electric vehicle charge point.",numerical
All cavity walls should have leaves at least 90mm thick and cavities at least 50mm wide.,numerical
The fan should be set at a speed that will approximately achieve the desired continuous flow rate.,numerical
The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,numerical
"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure. ",numerical
the rated speed of the platform does not exceed 0.15m/s. ,numerical
The number of fixed baths or showers and washbasins in buildings with rooms for residential purposes should be in accordance with BS 64651:2006 and A1:2009 Sanitary  installations.,numerical
At least one in every five remaining parking spaces must be provided with cable routes.,numerical
"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.",numerical
"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",numerical
"After rebating, frame components should retain at least 32mm of timber.",numerical
The frequency of measurements should be sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings.,numerical
At least one network termination point should be provided in a suitable position at each new dwelling erected.,numerical
all dimensions are minimum except where noted.,numerical
The smaller dimension of each panel  which can be either the width or height of the panel  should be 230mm or less.,numerical
"Where one or more dwellings with associated parking result from a building, or a part of a building, undergoing a material change of use at least one associated parking space for the use of each such dwelling must have access to an electric vehicle charge point.",numerical
One electric vehicle charge point must be provided for the building.,numerical
"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.",numerical
Special safety features are not necessary if the ladder is not more than 6m long.,numerical
The three-part form should be completed for each installation address.,numerical
"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",numerical
Wheelchair accessible dwellings must also provide both a level access shower and a bath.,numerical
"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for highspeed electronic communications networks.",numerical
totalling up to 50mm total thickness and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with access to an electric vehicle charge point.",numerical
"The general ventilation rate for a new conservatory and, if necessary, adjoining rooms could be achieved using background ventilators.",numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
The cooker hood should span at least the full width of the cooker.,numerical
NOTE 2: Double doors effectively provide nibs where each leaf is at least 300mm wide.,numerical
At least one network termination point should be provided in a suitable position at each new dwelling erected.,numerical
There shall be adequate means of ventilation provided for people in the building.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,numerical
"Where communal parking is provided to blocks of flats, at least one standard parking bay is provided close to the communal entrance of each core of the block (or to the lift core where the parking bay is internal).",numerical
Purge ventilation should be capable of extracting at least four air changes per hour per room directly to the outside.,numerical
One photograph per detail should be recorded.,numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with an electric vehicle charge point.",numerical
"In dwellings with five bed-spaces or more, both a useable bath and an installed level access shower are provided (either in one bathroom or in more than one bathroom on the same storey as the principal bedroom).",numerical
"The morticed bolts should have a minimum projection of 20mm, should be at least 100mm from the top and bottom corners of the door, and should avoid any door construction joints.",numerical
"Both before and after a newly constructed dwelling is built, a notice must be given to the building control body of the calculations.",numerical
"The morticed bolts should have a minimum projection of 20mm, should be at least 100mm from the top and bottom corners of the door, and should avoid any door construction joints.",numerical
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",numerical
Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,numerical
The floor area of the extension does not exceed 30m2.,numerical
"In a tier that is uninterrupted by cross-gangways, and where the pitch exceeds 25, use a maximum number of steps of 40.",numerical
No individual flight has a rise of more than 1800mm between landings.,numerical
Multi-dwelling buildings that are subject to major renovation works must be equipped with a common access point capable of serving all the dwellings within the building.,numerical
"If the total flow rate cannot be achieved through all the terminals, then the fan speed should be increased.",numerical
The number of fixed baths or showers and washbasins in buildings with rooms for residential purposes should be in accordance with BS 64651:2006 and A1:2009 Sanitary  installations.,numerical
the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where two doors are located at 90¶ø relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,numerical
"The handle to at least one window in the principal living area is located between 450mm and 1200mm above floor level, unless the window is fitted with a remote opening device that is within this height range.",numerical
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,numerical
If the number of associated parking spaces for the new residential building is both a. more than 10; b. more than the number of dwelling scable routes must be provided for all associated parking spaces which do not have access to an electric vehicle charge point.,numerical
The cooker hood should span at least the full width of the cooker.,numerical
All three parts of the installation and commissioning checklist should be completed.,numerical
All three parts of the installation and commissioning checklist should be completed.,numerical
The renovation of a building where more than 25% of the surface area of the building envelope undergoes renovation.,numerical
Special safety features are not necessary if the ladder is not more than 6m long.,numerical
"An ambulant disabled person should be able to move within, and between, storeys.",numerical
"Between the locking points for the mortice lock and surface-mounted rim lock, the distance should be 400-600mm.",numerical
"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.",numerical
One electric vehicle charge point must be provided for the building.,numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
"Where there is full-height structural guarding, if you provide a second (lower) handrail, the vertical height from the pitch line of the steps (or the surface of the ramp) to the top of the second (lower) handrail should be 600mm.",numerical
Cable routes must still be provided for a minimum of one in five parking spaces.,numerical
all dimensions are minimum except where noted.,numerical
"If the total flow rate cannot be achieved through all the terminals, then the fan speed should be increased.",numerical
"Where vehicle barriers are necessary, sufficient space (for example 500mm) should be allowed around the future connection location.",numerical
"Both before and after a newly constructed dwelling is built, a notice must be given to the building control body of the calculations.",numerical
"For buildings other than dwellings and for common access areas in buildings that contain flats, Provide all means of escape routes with a minimum clear headroom of 2m, except in doorways.",numerical
"There should be a supply rate, in the absence of tobacco smoke or other excessive pollutants, of 10 litres per second per person.",numerical
The text should be displayed over three lines.,numerical
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",numerical
Any dwelling (house or flat) should have at least one sanitary convenience and associated hand washing facility.,numerical
"If renewable technology such as a wind turbine or photovoltaic array is replaced, the new system should have an electrical output that is at least the same as that of the original installation.",numerical
"In general, the findings indicate that there should be at least the same number of WCs (for women) as urinals (for men) and for some building types, e.g. large retail buildings, at least twice as many.",numerical
The energy prices that are current when the application is made to the building control body should be used when evaluating energy savings.,numerical
Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,numerical
All three parts of the installation and commissioning checklist should be completed.,numerical
"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure. ",numerical
Each air terminal should have a free area of at least 90 of the free area of its associated duct.,numerical
Pipework should be designed and installed in such a way as to minimise the transfer time between the hot water storage system and hot water outlets.,numerical
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",numerical
"Door entry controls, where provided, are mounted 9001000mm above finished ground level, and at least 300mm away from any projecting corner.",numerical
"Where one or more dwellings with associated parking result from a building, or a part of a building, undergoing a material change of use at least one associated parking space for the use of each such dwelling must have access to an electric vehicle charge point.",numerical
"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.",numerical
All cavity walls should have leaves at least 90mm thick and cavities at least 50mm wide.,numerical
all dimensions are minimum except where noted.,numerical
"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.",numerical
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",numerical
"Between the locking points for the mortice lock and surface-mounted rim lock, the distance should be 400-600mm.",numerical
The number of appliances should not exceed one per 100m2 of dwelling floor area.,numerical
"When work is complete, there will be more than 10 associated parking spaces for the use of the dwellings.",numerical
The maximum length or width of the buildingor annexe does not exceed 9m.,numerical
"Easily accessible: Either: a window or doorway, any part of which is within 2m vertically of an accessible level surface such as the ground or basement level, or an access balcony, or a window within 2m vertically of a flat or sloping roof (with a pitch of less than 30) that is within 3.5m of ground level.",numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
"For dwellings, for external tapered steps and stairs that are part of the building the going of each step should be a minimum of 280mm.",numerical
Individual flights are: for gradients up to 1:15  not more than 10m long; for gradients up to 1:12  not more than 5m long.,numerical
"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass others on the access route.",numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with an electric vehicle charge point.",numerical
No individual flight has a rise of more than 1800mm between landings.,numerical
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",numerical
Requirements for accessibility should be balanced against preserving historic buildings or environments.,numerical
the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where two doors are located at 90¶ø relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,numerical
One electric vehicle charge point must be provided for the building.,numerical
The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,numerical
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",numerical
The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
Requirements for accessibility should be balanced against preserving historic buildings or environments.,numerical
"For a heat exchanger between a solar primary and secondary system, a minimum of 0.1m2 or equivalent of heat exchanger area should be provided for every 1m2 of the net absorber area of the solar collector.",numerical
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",numerical
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with an electric vehicle charge point.",numerical
"A unit that contains both living accommodation and space for commercial purposes (e.g. as aworkshop or office) should be treated as a residential building, as long as the commercial part canrevert to residential use.",numerical
Every flight has a minimum clear width of 900mm.,numerical
"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",numerical
The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,numerical
Monitors should therefore be positioned at least 500mm away from room occupants.,numerical
"the vertical travel distance is: a. not more than 2m, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure. ",numerical
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",numerical
"The number of associated parking spaces which have access to electric vehicle charge points must be (a) the total number of associated parking spaces, where there are fewer associated parking spaces than there are dwellings contained in the residential building; or (b) the number of associated parking spaces that is equal to the total number of dwellings contained in the residential building, where there are the same number of associated parking spaces as, or more associated parking spaces than, there are dwellings.",numerical
"A suitable position for at least one network termination point should be identified for the erection of a new building other than a dwelling, for an existing building (including an existing individual dwelling) that is subject to major renovation works, and for each dwelling in an existing multidwelling building that is subject to major renovation works.",numerical
No individual flight has a rise of more than 1800mm between landings.,numerical
"In a tier that is uninterrupted by cross-gangways, and where the pitch exceeds 25, use a maximum number of steps of 40.",numerical
The total number of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the number of associated parking spaces.,numerical
All three parts of the installation and commissioning checklist should be completed.,numerical
The floor area of the extension does not exceed 30m2.,numerical
"Where communal parking is provided to blocks of flats, at least one standard parking bay is provided close to the communal entrance of each core of the block (or to the lift core where the parking bay is internal).",numerical
"If renewable technology such as a wind turbine or photovoltaic array is replaced, the new system should have an electrical output that is at least the same as that of the original installation.",numerical
The number of appliances should not exceed one per 100m2 of dwelling floor area.,numerical
The floor area of the extension does not exceed 30m2.,numerical
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",numerical
Multi-dwelling buildings that are subject to major renovation works must be equipped with a common access point capable of serving all the dwellings within the building.,numerical
A minimum of one in five of the remaining parking spaces must have access to cable routes.,numerical
"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",numerical
Where the floor area of the building or annexe exceeds 10m the walls have a mass of not less than 130kg/m.,numerical
"If the dwelling already has mechanical ventilation, the centralised system could be extended into the additional room.",numerical
"There should be a supply rate, in the absence of tobacco smoke or other excessive pollutants, of 10 litres per second per person.",numerical
At least one network termination point should be provided in a suitable position at each new dwelling erected.,numerical
Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,numerical
"In the absence of relevant harmonised European Standards, products with a travel exceeding 3m must have a product certificate issued by a Notified Body.",numerical
"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for highspeed electronic communications networks.",numerical
Adequate hand washing facilities must be provided in: (a) rooms containing sanitary conveniences; or (b) rooms or spaces adjacent to rooms containing sanitary  conveniences.,numerical
The basement should be treated separately as a single-storey dwelling above ground level.,numerical
Each air terminal should have a free area of at least 90 of the free area of its associated duct.,numerical
The value of the consequential improvement works should not be less than 10 of the value of the principal works.,numerical
"When work is complete, there will be more than 10 associated parking spaces for the use of the dwellings.",numerical
the water efficiency calculator must be completed.,numerical
The floor area of the extension does not exceed 30m2.,numerical
"Corridors and passageways should be wide enough to allow people with buggies, people carrying cases or people on crutches to pass others on the access route.",numerical
This grippable handrail is 8501000mm above the pitch line of the flight and extends at least 300mm beyond the top and bottom nosings.,numerical
The approach route is a minimum of 900mm wide with a maximum cross fall of 1 in 40.,numerical
At least one in every five remaining parking spaces must be provided with cable routes.,numerical
"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.",numerical
There shall be adequate means of ventilation provided for people in the building.,numerical
Where the parking is within the private curtilage of the dwelling (but not within a carport or garage) at least one space is a standard parking bay that can be widened to 3.3m.,numerical
