example_id,content,metadata,tagged_sentence,relation_type
45338082-ca66-418b-8fe1-8f2be926f330,A cube of no more than 100 millimetres may pass between the stair steps.,{'ID': '52_Finnish_SafetyOfUse'},A cube of no more than <e1>100 millimetres</e1> may <e2>pass between the stair steps</e2>.,none
efe27c3d-80a8-4999-9310-77160105fe37,"Instead, the building primary energy rate and building emission rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'},"Instead, the building primary energy rate and <e1>building emission rate</e1> should be <e2>calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround</e2>.",necessity
f2bf62e6-9577-48b5-b15d-9fe4904acf52,"Where controls are integrated in the heater, the system should be provided with a time switch/programmer and room temperature sensor linked to heater firing and fan speed control.",{'ID': '268_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where controls are integrated in the heater, the system should be provided with a time switch/programmer and <e1>room temperature sensor</e1> <e2>linked to heater firing and fan speed control</e2>.",selection
6187cad8-0d6d-4154-b98b-7285b36fea8d,Continuously running fans should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,{'ID': '65_UK_DocF_V1_Ventilation'},<e1>Continuously running</e1> <e2>fans</e2> should be set up to operate without occupant intervention but may have manual or automatic controls for selecting the high rate of operation.,selection
6c789809-b1b8-429a-8fe2-8ce16f8a4b54,Air flows in the continuous working area of a parking garage for motor vehicles shall be designed so that the instantaneous carbon monoxide concentration does not exceed 7 mg/m3 (6 ppm).,{'ID': '62_Finnish_Health-IndoorClimateAndVentilation'},Air flows in the continuous <e1>working area</e1> of a <e2>parking garage</e2> for motor vehicles shall be designed so that the instantaneous carbon monoxide concentration does not exceed 7 mg/m3 (6 ppm).,part-of
f0c72b35-5a0a-4554-8713-96f6f73a67f1,A cube with edges of no more than 50 millimetres may pass between the lower edge of a barriers protective part and the landing or the upper surface or edge of a step.,{'ID': '51_Finnish_SafetyOfUse'},A cube with <e1>edges</e1> of no more than <e2>50 millimetres</e2> may pass between the lower edge of a barriers protective part and the landing or the upper surface or edge of a step.,less-equal
956efc87-87de-4d3c-99fb-dc58eab9353b,"A  dwelling  that  is  intended  for  sheltered  housing  or  supported  housing  of  a  person  with mobility or functional impairment shall have at least one toilet and washing facility which has a  free  space  with  a  diameter  of  at  least  1,500  millimetres.",{'ID': '42_Finnish_Accessibility'},"A <e1>dwelling</e1> that is intended for sheltered housing or supported housing of a person with mobility or functional impairment shall have at least one toilet and washing facility which has a <e2>free space</e2> with a diameter of at least 1,500 millimetres.",none
60205cf2-fa87-4195-9415-a6fb144a9b72,"Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.",{'ID': '96_Finnish_SafetyOfUse'},"<e1>Entrances</e1> and passageways to <e2>playgrounds</e2> and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.",part-of
5305da48-b810-4fd8-a0b3-7520f89ff401,"When installing or renovating thermal elements, the element being installed should be draught-proofed, and air-leakage gaps should be filled.",{'ID': '194_UK_DocL_V1_ConsrvationOfFuelAndPower'},"When installing or renovating thermal elements, the element being installed should be draught-proofed, and <e1>air-leakage gaps</e1> should be <e2>filled</e2>.",necessity
00cded8a-5208-4c1b-bda4-9677d45b9375,The layers of attic floor structures and the ventilation must prevent the accumulation of damaging moisture into the roof structure resulting from water vapour diffusion or airflow.,{'ID': '105_Finnish_Health-Humidity'},The layers of attic floor structures and the <e1>ventilation</e1> must <e2>prevent the accumulation of damaging moisture into the roof structure resulting from water vapour diffusion or airflow</e2>.,necessity
dd056285-1aa4-4c6d-94ac-b911458cb7ea,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where any of the <e1>parking spaces</e1> for new buildings other than residential or mixed-use buildings are in a covered <e2>car park</e2>, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",part-of
a15ee053-da1e-44cd-bdd9-76cdcb68eaee,"Whenever the building is moved to a new location, in which its intended time of use is less than two years, these calculations can be provided as evidence that the energy efficiency requirements are met.",{'ID': '87_UK_DocM_V2_AccessAndUseOfBuildings'},"Whenever the <e1>building</e1> is <e2>moved to a new location, in which its intended time of use is less than two years</e2>, these calculations can be provided as evidence that the energy efficiency requirements are met.",selection
457ecdc0-8247-4ad4-9beb-3b7a31cfa0fd,"All public areas, including lavatory accommodation, public telephones and external terraces should be accessible.",{'ID': '138_UK_DocM_V2_AccessAndUseOfBuildings'},"All public areas, including lavatory accommodation, <e1>public</e1> <e2>telephones</e2> and external terraces should be accessible.",selection
e320322e-3aee-4167-ad19-a6c6cc41f597,The water system shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,{'ID': '97_Finnish_Health-WaterAndSewerage'},The water system shall incorporate: 1) a pressure gauge; 2) <e1>thermometers</e1> in the <e2>water pipe</e2> of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,part-of
6a553c19-481f-4947-9047-fd2c4d0daa44,"Any floors, walls and doors that have been installed to allow the potential liftway to be used as storage or for other purposes could be easily removed without structural alteration.",{'ID': '83_UK_DocM_V1_AccessAndUseOfBuildings'},"Any <e1>floors</e1>, walls and doors that have been installed to allow the potential liftway to be used as storage or for other purposes could be <e2>easily removed without structural alteration</e2>.",necessity
df122091-ca53-4134-98a3-47779c06f9df,The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,{'ID': '198_UK_DocF_V1_Ventilation'},The <e1>index terminal</e1> flow rate should be <e2>set with the terminal fully open</e2> and all other terminals should be adjusted to achieve the required flows at each terminal.,none
726e23c9-02a3-4c56-98d0-8981b7ce877b,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",{'ID': '126_Finnish_Health-WaterAndSewerage'},"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and bathrooms as well as <e2>wash rooms</e2> in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",necessity
a86b58e8-046f-44b7-8e1b-00c876c8c647,"Parapets in categories A to E and panel parts of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.",{'ID': '30_Finnish_StabilityOfStructures'},"Parapets in <e1>categories</e1> A to <e2>E</e2> and panel parts of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.",less-equal
4e8c5c50-44af-48f6-b959-e6f9b31afa1e,"If the planned time of use of a modular or portable building in a single location is less than two years, the only practical heating technology may be electric resistance heating.",{'ID': '89_UK_DocM_V2_AccessAndUseOfBuildings'},"If the planned time of use of a modular or portable building in a single location is less than two years, the only practical <e1>heating technology</e1> may be <e2>electric resistance heating</e2>.",equal
f733b7c9-a406-4f5a-b383-9d3f8b70a559,The selection of relevant critical situations for design should be made reflecting the conditions that can reasonably be foreseen during future use.,{'ID': '5_UK_DocA_Structure'},The <e1>selection</e1> of relevant critical situations for design should be <e2>made reflecting the conditions that can reasonably be foreseen during future use</e2>.,necessity
511c1a7f-08b9-48ec-aea6-9b749fdf31a1,"A non-residential building shall, considering the intended use and functional units of the building and distances in the building, have an adequate number of appropriately located toilet facilities which are suitable for users of wheelchairs and walking frames with wheels.",{'ID': '51_Finnish_Accessibility'},"A non-residential building shall, considering the intended use and functional units of the building and distances in the building, have an adequate number of appropriately located <e1>toilet facilities</e1> which are <e2>suitable for users of wheelchairs and walking frames with wheels</e2>.",selection
7577d9f7-9f3c-4d3b-b8d9-da31d3e1b201,"For example, glare and reflections from shiny surfaces, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.",{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'},"For example, <e1>glare and reflections</e1> from shiny <e2>surfaces</e2>, and large repeating patterns, should be avoided in spaces where visual acuity is critical as they will hamper communication for people with impaired vision, and those who lip read or use sign language.",part-of
a86b58e8-046f-44b7-8e1b-00c876c8c647,"Parapets in categories A to E and panel parts of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.",{'ID': '30_Finnish_StabilityOfStructures'},"Parapets in <e1>categories</e1> A to E and <e2>panel parts</e2> of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.",none
451e7c91-d39f-4401-a0e3-5ab455ab0442,"The approach route should be level, gently sloping, or, where necessary, ramped.",{'ID': '15_UK_DocM_V1_AccessAndUseOfBuildings'},"The <e1>approach route</e1> should be level, gently sloping, or, <e2>where necessary, ramped</e2>.",necessity
922bf8df-3a70-4f45-8c04-200b638d3b3c,The cold water pipe shall be designed and installed so that the temperature in the cold water system may not exceed 20 degrees Celsius.,{'ID': '59_Finnish_Health-WaterAndSewerage'},The <e1>cold water pipe</e1> shall be designed and installed so that the temperature in the cold water system may not exceed <e2>20 degrees Celsius</e2>.,none
c5c5365f-273f-4c29-8491-4f50aabc3b78,"Manual controls for powered entrance doors should be clearly distinguishable against the background and not located so that a person, having used the control, needs to move to avoid contact with the door as it opens.",{'ID': '74_UK_DocM_V2_AccessAndUseOfBuildings'},"<e1>Manual controls</e1> for powered <e2>entrance doors</e2> should be clearly distinguishable against the background and not located so that a person, having used the control, needs to move to avoid contact with the door as it opens.",part-of
a5e9c36f-358f-4375-943c-6d5b89c82647,"Any abrupt level differences of over 0.7 metres and any precipices located in the vicinity of common play and recreation areas associated with buildings with more than two dwellings must be indicated by appropriate barriers or suitable planted areas, or outfitted with a base that cushions any fall.",{'ID': '92_Finnish_SafetyOfUse'},"Any abrupt level differences of over 0.7 metres and any precipices located in the vicinity of common play and recreation areas associated with buildings with more than two dwellings must be <e1>indicated by appropriate barriers or suitable planted areas</e1>, or <e2>outfitted with a base that cushions any fall</e2>.",none
f17de50f-3c64-4ab3-ac80-dcfb15b99842,Every flight has a minimum clear width of 900mm.,{'ID': '20_UK_DocM_V1_AccessAndUseOfBuildings'},Every <e1>flight</e1> has a minimum <e2>clear width</e2> of 900mm.,part-of
a387fcb8-ead2-4094-9be9-72d783468b33,"If the area of windows, roof windows, rooflights and doors exceeds 25 of the total floor area of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",{'ID': '422_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If the area of windows, roof windows, rooflights and doors exceeds <e1>25</e1> of the <e2>total floor area</e2> of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",part-of
9ff8b8fd-5361-4c3d-9a7e-7459276c8df7,The dwelling fabric energy efficiency rate must not exceed the individual dwellings target fabric energy efficiency rate.,{'ID': '66_UK_DocL_V1_ConsrvationOfFuelAndPower'},The dwelling fabric energy efficiency rate must not exceed the <e1>individual</e1> <e2>dwellings</e2> target fabric energy efficiency rate.,selection
ebc429f0-cb90-41ab-9a11-401a2ddc7bad,"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",{'ID': '268_UK_DocF_V1_Ventilation'},"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or <e1>mechanical</e1> <e2>ventilation</e2> with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",selection
2b60007d-59a3-4a18-a184-89e76ee17454,Masonry construction: external or cavity wall insulation should extend below the damp-proof course (where applicable) and be at least the equivalent of one full block height (215mm) below the underside of the floor structure/slab and beyond the depth of the floor insulation.,{'ID': '161_UK_DocL_V1_ConsrvationOfFuelAndPower'},Masonry construction: <e1>external</e1> or cavity wall insulation should extend below the damp-proof course (where applicable) and be <e2>at least the equivalent of one full block height (215mm) below the underside of the floor structure/slab and beyond the depth of the floor insulation</e2>.,none
8feaf7f2-dfd8-43ae-ab8d-791ee1ffd86c,"However, if the elevation difference is no more than 1,000 millimetres, the ramp may not have a gradient of more than eight per cent.",{'ID': '9_Finnish_Accessibility'},"However, if the <e1>elevation difference</e1> is no more than 1,000 millimetres, the ramp may not have a gradient of more than <e2>eight per cent</e2>.",none
3724fd47-22f7-432c-81a2-1abcb95c7df2,"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",{'ID': '96_UK_DocF_V1_Ventilation'},"The <e1>total number of ventilators</e1> installed in a dwellings habitable rooms and kitchens should be no fewer than <e2>five</e2>, except in one bedroom properties, where there should be no fewer than four.",greater-equal
ef4ec541-e1a7-47d4-9a83-94715d8900ba,"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.",{'ID': '89_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where <e1>one</e1> or more parking spaces are within a covered car park, the requirement <e2>to install electric vehicle charge points</e2> should be met by installing charge points in parking spaces that are not within a covered car park.",none
2f0f22aa-06d3-478d-a777-5aca5c2fb5c1,"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",{'ID': '120_UK_DocK_ProtectionFromFalling'},"For sliding doors and gates, provide both of the following: (i) a stop or other effective means <e1>to prevent them coming off the end of the track</e1>; (ii) a retaining rail <e2>to prevent doors and gates falling if the suspension system fails or the rollers leave the track</e2>.",none
05fdde92-d8af-42ad-963b-9019c69a8ab3,"For a timber frame where the intermediate floor structure breaches the external wall insulation, further insulation of the same thickness as the insulation used in the external wall should be included within the depth of the intermediate floor structure.",{'ID': '163_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For a timber frame where the intermediate floor structure breaches the external wall insulation, further insulation of the same thickness as the insulation <e1>used in the external wall</e1> should be <e2>included within the depth of the intermediate floor structure</e2>.",none
3f7c10d1-d801-4351-bc85-187cf8cffeb3,The water vapour resistance and air tightness of external walls and their various layers as well as the structures attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,{'ID': '96_Finnish_Health-Humidity'},The water vapour resistance and air tightness of <e1>external</e1> <e2>walls</e2> and their various layers as well as the structures attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,selection
2a2dbb92-88af-47f5-bd1e-b3ddea4c1ec9,"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",{'ID': '70_UK_DocM_V1_AccessAndUseOfBuildings'},"The <e1>approach route</e1> should be <e2>safe and convenient for everyone</e2>, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",necessity
333110c1-ba9e-4c1d-9249-6604f49ba09a,"The presence of doors, whether open or closed, should be apparent to visually impaired people through the careful choice of colour and material for the door and its surroundings.",{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'},"The presence of <e1>doors</e1>, whether open or <e2>closed</e2>, should be apparent to visually impaired people through the careful choice of colour and material for the door and its surroundings.",selection
f420ae57-5656-4558-b1a3-1079e46bf6cc,"In the case of the storey-level door of a dwelling, or if the number of people evacuating through the door exceeds 60, doors must open in the direction of the exit.",{'ID': '223_Finnish_FireSafety'},"In the case of the storey-level <e1>door</e1> of a <e2>dwelling</e2>, or if the number of people evacuating through the door exceeds 60, doors must open in the direction of the exit.",part-of
5b4380ba-0066-4735-a362-316d4c8e70b2,"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",{'ID': '73_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 <e1>parking spaces</e1> <e2>after the major renovation is completed</e2> (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",selection
26f33f06-e967-4d55-9e73-30990f52ac82,"Loft hatches: where the roof is insulated at ceiling level, hatches should be suitably designed and installed to ensure optimum airtightness.",{'ID': '189_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Loft hatches: where the <e1>roof</e1> is insulated at ceiling level, <e2>hatches</e2> should be suitably designed and installed to ensure optimum airtightness.",part-of
10b2bf58-18df-46ee-a766-ed11eec6f42b,"Humus soil, organic substances decomposing or rotting from moisture or building waste must not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer.",{'ID': '45_Finnish_Health-Humidity'},"Humus soil, organic substances decomposing or rotting from moisture or <e1>building</e1> waste must <e2>not be left under new buildings, in their crawl spaces and in their gravel backfills functioning as a drainage layer</e2>.",none
3724fd47-22f7-432c-81a2-1abcb95c7df2,"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",{'ID': '96_UK_DocF_V1_Ventilation'},"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in <e1>one</e1> bedroom <e2>properties</e2>, where there should be no fewer than four.",none
3f7c10d1-d801-4351-bc85-187cf8cffeb3,The water vapour resistance and air tightness of external walls and their various layers as well as the structures attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,{'ID': '96_Finnish_Health-Humidity'},The <e1>water vapour resistance</e1> and air tightness of external walls and their various layers as well as the structures attached to the external wall and <e2>joints</e2> to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,part-of
5e51b653-449e-4d00-be19-0e20ecff5c49,The default condition should be off.,{'ID': '213_UK_DocM_V2_AccessAndUseOfBuildings'},The default <e1>condition</e1> should be <e2>off</e2>.,equal
ca1bbebb-fe4e-48d8-8cdf-eef13cd79ee9,The dwelling emission rate must not exceed the individual dwellings target emission rate.,{'ID': '65_UK_DocL_V1_ConsrvationOfFuelAndPower'},The <e1>dwelling emission rate</e1> must not exceed the individual dwellings <e2>target emission rate</e2>.,less-equal
d728a9c8-0302-4bd1-b69b-0daeefce30d1,"Where a service building has a reception or sales counter, there should be convenient access to it and part of it should be at a level suitable for a wheelchair user or a seated person.",{'ID': '84_UK_DocM_V2_AccessAndUseOfBuildings'},"Where a service building has a reception or sales counter, there should be convenient <e1>access</e1> to it and <e2>part</e2> of it should be at a level suitable for a wheelchair user or a seated person.",none
0085ecdd-f2f0-45f5-948d-ded697c69866,"In addition, on one side of the toilet seat there shall be a free space of at least 800 millimetres.",{'ID': '44_Finnish_Accessibility'},"In addition, on one <e1>side</e1> of the toilet seat there shall be a free space of at least <e2>800 millimetres</e2>.",none
aac9b625-4f6b-42e6-b657-2accd6054607,Heating systems for screed floors that are greater than 65mm thick should automatically reduce the room temperature at night or when the room is unoccupied.,{'ID': '299_UK_DocL_V1_ConsrvationOfFuelAndPower'},Heating systems for <e1>screed floors</e1> that are greater than 65mm <e2>thick</e2> should automatically reduce the room temperature at night or when the room is unoccupied.,part-of
d687ab7a-74e0-4d2e-8aad-27e009651634,Joints between vertical and horizontal structures shall always be designed without a reduction factor.,{'ID': '13_Finnish_StabilityOfStructures'},<e1>Joints</e1> <e2>between vertical and horizontal structures</e2> shall always be designed without a reduction factor.,selection
b4cef2a7-038c-4f72-8ea6-20e43d766165,"The building primary energy rate and building emission rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the CO2 emission factors and primary energy factors have been derived.",{'ID': '70_UK_DocM_V2_AccessAndUseOfBuildings'},"The building primary energy rate and <e1>building emission rate</e1> submission should be accompanied by a report, signed by a suitably qualified person, <e2>detailing how the CO2 emission factors and primary energy factors have been derived</e2>.",none
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the <e1>air flows</e1> of extract air categories 1 and 2 are <e2>combined into the same duct</e2> and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",selection
f7cfdf57-28f3-4d23-90bf-ec2268e14bac,"Ramps, steps, thresholds and differences in levels in passageways must be clearly indicated using lighting and surface brightness contrasts or warning signs.",{'ID': '65_Finnish_SafetyOfUse'},"Ramps, steps, thresholds and differences in <e1>levels</e1> in <e2>passageways</e2> must be clearly indicated using lighting and surface brightness contrasts or warning signs.",selection
0f32fab3-c03b-400c-949a-cc95828a89d3,The specification of comfort cooling systems should be based on a heat gain calculation for the dwelling.,{'ID': '330_UK_DocL_V1_ConsrvationOfFuelAndPower'},The <e1>specification</e1> of comfort cooling systems should be <e2>based on a heat gain calculation for the dwelling</e2>.,necessity
4d80c4d1-08ee-481a-9f9c-e9151ce1094d,"The area of windows, roof windows, rooflights and doors should not exceed 25 of the total floor area of the dwelling.",{'ID': '421_UK_DocL_V1_ConsrvationOfFuelAndPower'},"The <e1>area</e1> of windows, roof windows, rooflights and <e2>doors</e2> should not exceed 25 of the total floor area of the dwelling.",part-of
3639910c-8ebf-499a-aeec-6f1951b28134,"Additionally, insulated plaster-board should be used in reveals to abut jambs and should be considered within reveal soffits.",{'ID': '166_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Additionally, <e1>insulated</e1> <e2>plaster-board</e2> should be used in reveals to abut jambs and should be considered within reveal soffits.",selection
5e7d4831-4ec8-48f9-9e60-0422fcc1eae4,"When replacing an existing system, the installed generation capacity of the new system should be no less than that of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",{'ID': '344_UK_DocL_V1_ConsrvationOfFuelAndPower'},"When replacing an existing system, the <e1>installed generation capacity</e1> of the new <e2>system</e2> should be no less than that of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",part-of
ed2cca4a-50f7-470d-9752-dd8722385a24,"In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.",{'ID': '80_Finnish_SafetyOfUse'},"In dwellings and other <e1>premises</e1> that are used by children, restrictors must be installed on <e2>windows</e2> and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.",part-of
fb1da22f-8ddb-4399-b441-64dca68da9af,"If a lift or other device for moving between levels is installed in the exit of an existing building, the dwellings exit may be no less than 850 millimetres wide.",{'ID': '218_Finnish_FireSafety'},"If a lift or other device for moving between levels is installed in the exit of an existing building, the dwellings exit may be no less than <e1>850 millimetres</e1> <e2>wide</e2>.",greater-equal
d5b6ff18-626d-4e6f-b788-0c67f7a4ebab,"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",{'ID': '75_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the <e1>total cost</e1> of the major <e2>renovation</e2> (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",part-of
6e5e61dd-039d-4079-9c3f-f52fc12efefb,For continuing horizontal structures the loaded area shall be calculated span by span.,{'ID': '12_Finnish_StabilityOfStructures'},For continuing <e1>horizontal</e1> <e2>structures</e2> the loaded area shall be calculated span by span.,selection
99a53f17-48cb-4012-a47b-700761e0983b,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Where a new <e1>building</e1> which is <e2>not a residential building or a mixed-use building</e2> has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,selection
ccc405a0-c6d6-4ace-ad70-e0cfe07cd1e3,"Stairs, ladders and ramps shall be so designed, constructed and installed as to be safe for people moving between different levels in or about the building.",{'ID': '14_UK_DocK_ProtectionFromFalling'},"Stairs, <e1>ladders</e1> and ramps shall be so <e2>designed, constructed and installed as to be safe for people moving between different levels in or about the building</e2>.",necessity
2f0f22aa-06d3-478d-a777-5aca5c2fb5c1,"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",{'ID': '120_UK_DocK_ProtectionFromFalling'},"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a <e1>retaining rail</e1> <e2>to prevent doors and gates falling if the suspension system fails or the rollers leave the track</e2>.",selection
536b172d-ccd1-479a-8136-6ee05db0f264,"Where pipework is above ground, the performance of the pipe insulation should be at least as high as the insulating performance of pipework in the buried part of the system.",{'ID': '205_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where <e1>pipework</e1> is above ground, the performance of the pipe <e2>insulation</e2> should be at least as high as the insulating performance of pipework in the buried part of the system.",none
08efb7a8-1f9e-491b-8a6f-7043ec96ea3b,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,{'ID': '54_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},The <e1>methodology</e1> for determining costs should be <e2>consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure</e2>.,necessity
a5e9c36f-358f-4375-943c-6d5b89c82647,"Any abrupt level differences of over 0.7 metres and any precipices located in the vicinity of common play and recreation areas associated with buildings with more than two dwellings must be indicated by appropriate barriers or suitable planted areas, or outfitted with a base that cushions any fall.",{'ID': '92_Finnish_SafetyOfUse'},"Any abrupt level differences of over 0.7 metres and any <e1>precipices</e1> located in the vicinity of common play and recreation areas associated with buildings with more than two dwellings must be <e2>indicated by appropriate barriers or suitable planted areas</e2>, or outfitted with a base that cushions any fall.",necessity
